"","ID","BORO","BLOCK","LOT","TXCL","ZIP","YRB","TOT_UNIT","RES_UNIT","STR_NAME","BLDGCL","HNUM_LO","HNUM_HI","VALUE_10","VALUE_11","VALUE_12","VALUE_13","VALUE_14","VALUE_15","VALUE_16","VALUE_17","VALUE_18","VALUE_19","VALUE_20","VALUE_21","VALUE_22","VALUE_23"
"16095","5290-1103",3,5290,"1103","2C",11218,2005,1,1,"39 STREET","R1","000000001131","000000001131",200641,233799,97460,128481,128041,121221,141021,158621,174901,202181,216701,225721,205921,228801
"16096","5290-1104",3,5290,"1104","2C",11218,2005,1,1,"39 STREET","R1","000000001131","000000001131",255359,297561,124040,163519,162959,154279,179479,201879,222599,257319,275799,287279,262079,291199
"16097","5290-7501",3,5290,"7501","2",11218,5,0,0,"39 STREET","R0","000000001131","000000001131",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16098","5290-7502",3,5290,"7502","2",11218,6,0,0,"39 STREET","R0","000000001135","000000001135",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16099","5291-6",3,5291,"6","2A",11218,1931,6,6,"38 STREET","C2","000000001161","000000001161",418000,372000,383000,505000,503000,476000,554000,623000,687000,794000,745000,784000,715000,783000
"16100","5291-7",3,5291,"7","2A",11218,1931,6,6,"38 STREET","C2","000000001159","000000001159",418000,372000,383000,505000,503000,476000,554000,623000,687000,794000,745000,784000,715000,783000
"16101","5291-8",3,5291,"8","2A",11218,1931,6,6,"38 STREET","C2","000000001157","000000001157",418000,372000,383000,505000,503000,476000,554000,623000,687000,794000,745000,784000,715000,783000
"16102","5291-9",3,5291,"9","2A",11218,1931,6,6,"38 STREET","C2","000000001155","000000001155",418000,372000,383000,505000,503000,476000,554000,623000,687000,794000,745000,784000,715000,783000
"16103","5291-11",3,5291,"11","2A",11218,1931,6,6,"38 STREET","C2","000000001151","000000001151",418000,372000,383000,505000,503000,476000,554000,623000,687000,794000,745000,784000,715000,783000
"16104","5291-13",3,5291,"13","2A",11218,1931,6,6,"38 STREET","C2","000000001147","000000001147",418000,372000,383000,505000,503000,476000,554000,623000,687000,794000,745000,784000,715000,783000
"16105","5291-14",3,5291,"14","2A",11218,1931,6,6,"38 STREET","C2","000000001145","000000001145",418000,372000,383000,505000,503000,476000,554000,623000,687000,794000,745000,784000,715000,783000
"16106","5291-15",3,5291,"15","2A",11218,1931,6,6,"38 STREET","C2","000000001143","000000001143",418000,372000,383000,505000,503000,476000,554000,623000,687000,794000,745000,784000,715000,783000
"16107","5291-16",3,5291,"16","2A",11218,1931,6,6,"38 STREET","C2","000000001141","000000001141",418000,372000,383000,505000,503000,476000,554000,623000,687000,794000,745000,784000,715000,783000
"16108","5291-17",3,5291,"17","2A",11218,1931,6,6,"38 STREET","C2","000000001139","000000001139",418000,372000,383000,505000,503000,476000,554000,623000,687000,794000,745000,784000,715000,783000
"16109","5291-18",3,5291,"18","2A",11218,1931,6,6,"38 STREET","C2","000000001137","000000001137",418000,372000,383000,505000,503000,476000,554000,623000,687000,794000,745000,784000,715000,783000
"16110","5291-19",3,5291,"19","2A",11218,1931,6,6,"38 STREET","C2","000000001135","000000001135",418000,372000,383000,505000,503000,476000,554000,623000,687000,794000,745000,784000,715000,783000
"16111","5291-7501",3,5291,"7501","2",11218,1997,0,0,"37 STREET","R0","000000001110","000000001162",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16112","5292-23",3,5292,"23","2B",11218,1931,10,8,"FT HAMILTON PARKWAY","C7","000000003623","000000003623",645000,574000,493000,739500,818000,775000,897000,1180000,1121000,1219000,1328000,1317000,1200000,1302000
"16113","5294-1",3,5294,"1","2A",11218,1899,4,3,"12 AVENUE","S3","000000003817","000000003817",448000,305000,305000,304000,304000,365000,438000,526000,658000,730000,876000,907000,826000,896000
"16114","5294-39",3,5294,"39","2A",11218,1920,4,2,"13 AVENUE","S9","000000003814","000000003814",561000,578000,356000,469000,467000,442000,512000,568000,627000,696000,758000,752000,685000,743000
"16115","5294-43",3,5294,"43","2A",11218,1931,5,4,"39 STREET","S4","000000001279","000000001279",1020000,1050000,668000,668000,534000,475000,550000,611000,674000,748000,708000,704000,640000,799000
"16116","5294-56",3,5294,"56","2",11218,1931,16,16,"39 STREET","C1","000000001241","000000001243",434000,374000,411000,452000,678000,744000,552000,580000,751000,820000,931000,1018000,864000,1003000
"16117","5294-58",3,5294,"58","2A",11218,1930,4,2,"39 STREET","S9","000000001237","000000001239",492000,507000,375000,494000,492000,466000,539000,598000,660000,732000,798000,791000,721000,782000
"16118","5295-40",3,5295,"40","2B",11218,1931,10,6,"13 AVENUE","S9","000000003724","000000003724",1450000,2040000,1552000,875000,871000,825000,955000,1061000,1170000,1298000,1414000,1403000,1279000,1387000
"16119","5295-43",3,5295,"43","2A",11218,1931,4,4,"38 STREET","C3","000000001271","000000001271",636000,655000,238000,314000,313000,296000,345000,388000,427000,494000,529000,552000,503000,559000
"16120","5295-44",3,5295,"44","2A",11218,1931,4,4,"38 STREET","C3","000000001269","000000001269",636000,655000,238000,314000,313000,296000,345000,388000,427000,494000,529000,568000,787000,863000
"16121","5295-74",3,5295,"74","2A",11218,1931,6,6,"12 AVENUE","C2","000000003713","000000003713",418000,372000,414000,545000,543000,514000,598000,673000,742000,858000,805000,847000,772000,845000
"16122","5296-16",3,5296,"16","2A",11218,1931,4,4,"36 STREET","C3","000000001234","000000001234",603000,621000,226000,298000,296000,281000,326000,367000,405000,468000,561600,609000,555000,643000
"16123","5296-17",3,5296,"17","2A",11218,1931,4,4,"36 STREET","C3","000000001236","000000001236",603000,621000,226000,298000,296000,281000,326000,367000,405000,468000,561600,609000,555000,643000
"16124","5296-18",3,5296,"18","2A",11218,1931,4,4,"36 STREET","C3","000000001240","000000001240",603000,621000,226000,298000,296000,281000,326000,367000,405000,468000,561600,609000,555000,643000
"16125","5296-19",3,5296,"19","2A",11218,1931,6,6,"36 STREET","C2","000000001242","000000001242",418000,372000,226000,298000,296000,281000,326000,367000,405000,468000,561600,609000,555000,643000
"16126","5296-20",3,5296,"20","2A",11218,1931,4,4,"36 STREET","C3","000000001246","000000001246",603000,621000,226000,298000,296000,281000,326000,367000,405000,468000,561600,609000,555000,643000
"16127","5296-21",3,5296,"21","2A",11218,1931,4,4,"36 STREET","C3","000000001248","000000001248",603000,621000,226000,298000,296000,281000,326000,367000,405000,468000,561600,609000,555000,643000
"16128","5296-22",3,5296,"22","2A",11218,1931,4,4,"36 STREET","C3","000000001252","000000001252",603000,621000,226000,298000,296000,281000,326000,367000,405000,468000,561600,609000,555000,643000
"16129","5296-23",3,5296,"23","2A",11218,1931,4,4,"36 STREET","C3","000000001254","000000001254",675000,695000,252000,333000,331000,314000,365000,411000,453000,524000,628800,681000,620000,592000
"16130","5296-24",3,5296,"24","2A",11218,1931,4,4,"36 STREET","C3","000000001258","000000001258",675000,695000,252000,333000,331000,314000,365000,411000,453000,524000,628800,681000,620000,592000
"16131","5296-42",3,5296,"42","2A",11218,1931,4,2,"13 AVENUE","S9","000000003620","000000003620",594000,612000,309000,407000,406000,384000,445000,494000,544000,604000,658000,653000,595000,645000
"16132","5296-46",3,5296,"46","2A",11218,1931,4,4,"37 STREET","C3","000000001275","000000001275",146000,150000,119000,157000,156000,148000,172000,194000,214000,247000,296400,356000,344000,398000
"16133","5296-48",3,5296,"48","2A",11218,1931,5,5,"37 STREET","C2","000000001271","000000001271",477000,491000,179000,236000,235000,222000,258000,291000,320000,370000,444000,533000,516000,491000
"16134","5297-1",3,5297,"1","2A",11218,1931,5,4,"13 AVENUE","S4","000000004023","000000004023",1090000,1120000,409000,539000,536000,508000,588000,653000,720000,799000,756000,752000,684000,735000
"16135","5297-30",3,5297,"30","2A",11218,1931,6,6,"40 STREET","C2","000000001358","000000001358",418000,372000,306000,404000,402000,381000,443000,498000,549000,635000,755000,731000,665000,626000
"16136","5297-31",3,5297,"31","2A",11218,1931,6,6,"40 STREET","C2","000000001360","000000001360",418000,372000,306000,404000,402000,381000,443000,498000,549000,635000,755000,731000,665000,626000
"16137","5297-32",3,5297,"32","2A",11218,1931,4,4,"40 STREET","C3","000000001364","000000001364",818000,843000,306000,404000,402000,381000,443000,498000,549000,635000,755000,731000,665000,626000
"16138","5297-33",3,5297,"33","2A",11218,1931,6,6,"40 STREET","C2","000000001366","000000001366",418000,372000,306000,404000,402000,381000,443000,498000,549000,635000,510000,547000,552000,940000
"16139","5297-34",3,5297,"34","2A",11218,1931,6,6,"40 STREET","C2","000000001370","000000001370",418000,372000,306000,404000,402000,381000,443000,498000,549000,635000,755000,731000,665000,626000
"16140","5297-35",3,5297,"35","2A",11218,1931,6,6,"40 STREET","C2","000000001372","000000001372",418000,372000,306000,404000,402000,381000,443000,498000,549000,635000,755000,731000,665000,626000
"16141","5297-36",3,5297,"36","2A",11218,1931,5,4,"14 AVENUE","S4","000000004002","000000004002",1290000,1330000,483000,636000,633000,6e+05,694000,771000,850000,943000,893000,888000,808000,868000
"16142","5297-37",3,5297,"37","2A",11218,1931,4,3,"14 AVENUE","S3","000000004004","000000004004",550000,567000,327000,432000,430000,407000,471000,523000,577000,640000,768000,777000,707000,601000
"16143","5297-39",3,5297,"39","2A",11218,1931,5,4,"14 AVENUE","S4","000000004006","000000004006",869000,895000,325000,429000,427000,404000,468000,520000,573000,636000,763200,772000,702000,597000
"16144","5297-40",3,5297,"40","2A",11218,1931,5,4,"14 AVENUE","S4","000000004010","000000004010",682000,702000,255000,337000,335000,317000,367000,408000,450000,499000,598800,696000,634000,539000
"16145","5297-41",3,5297,"41","2A",11218,1931,5,4,"14 AVENUE","S4","000000004012","000000004012",682000,702000,255000,337000,335000,317000,367000,408000,450000,499000,598800,696000,634000,539000
"16146","5297-42",3,5297,"42","2A",11218,1931,4,3,"14 AVENUE","S3","000000004014","000000004014",517000,533000,255000,337000,335000,317000,367000,408000,450000,499000,598800,696000,634000,539000
"16147","5297-47",3,5297,"47","2A",11218,1931,4,4,"41 STREET","C3","000000001373","000000001373",636000,655000,238000,314000,313000,280000,337000,372990,399000,462000,529000,568000,517000,550000
"16148","5297-48",3,5297,"48","2A",11218,1931,4,4,"41 STREET","C3","000000001371","000000001371",636000,7e+05,798000,797000,758000,776000,776000,901000,986000,1033000,1257000,1581000,1304000,1605000
"16149","5297-49",3,5297,"49","2A",11218,1931,4,4,"41 STREET","C3","000000001369","000000001369",636000,655000,238000,314000,313000,296000,345000,388000,427000,494000,587000,568000,517000,591000
"16150","5297-50",3,5297,"50","2A",11218,1931,4,4,"41 STREET","C3","000000001365","000000001365",636000,655000,238000,314000,313000,296000,345000,388000,427000,494000,587000,568000,517000,591000
"16151","5297-51",3,5297,"51","2A",11218,1931,4,4,"41 STREET","C3","000000001363","000000001363",636000,655000,238000,314000,313000,296000,345000,388000,427000,494000,587000,568000,517000,591000
"16152","5297-52",3,5297,"52","2A",11218,1931,4,4,"41 STREET","C3","000000001361","000000001361",636000,655000,238000,314000,313000,296000,345000,388000,427000,494000,587000,568000,517000,591000
"16153","5297-53",3,5297,"53","2A",11218,1931,4,4,"41 STREET","C3","000000001359","000000001359",636000,655000,238000,314000,313000,296000,345000,388000,427000,494000,587000,568000,517000,591000
"16154","5297-54",3,5297,"54","2A",11218,1931,4,4,"41 STREET","C3","000000001357","000000001357",636000,655000,238000,314000,313000,296000,345000,388000,427000,494000,587000,568000,517000,591000
"16155","5297-55",3,5297,"55","2A",11218,1931,4,4,"41 STREET","C3","000000001353","000000001353",636000,655000,238000,314000,313000,296000,345000,388000,427000,494000,587000,568000,517000,591000
"16156","5297-57",3,5297,"57","2A",11218,1931,4,4,"41 STREET","C3","000000001349","000000001349",636000,655000,238000,314000,313000,296000,345000,388000,427000,494000,587000,568000,517000,591000
"16157","5297-70",3,5297,"70","2A",11218,1931,6,6,"41 STREET","C2","000000001319","000000001319",223000,199000,298000,447000,469000,444000,517000,581000,641000,741000,695000,732000,667000,730000
"16158","5297-71",3,5297,"71","2A",11218,1931,6,6,"41 STREET","C2","000000001317","000000001317",418000,372000,358000,471000,469000,444000,517000,581000,641000,741000,695000,732000,667000,730000
"16159","5297-72",3,5297,"72","2A",11218,1931,6,6,"41 STREET","C2","000000001315","000000001315",418000,372000,358000,471000,469000,444000,517000,581000,641000,741000,695000,732000,667000,730000
"16160","5298-1",3,5298,"1","2A",11218,1931,5,4,"13 AVENUE","S4","000000003921","000000003921",907000,934000,340000,448000,446000,422000,489000,543000,598000,664000,724000,718000,654000,611000
"16161","5298-8",3,5298,"8","2A",11218,1931,5,4,"13 AVENUE","S4","000000003905","000000003905",398000,410000,410000,408000,390000,369000,428000,475000,524000,581000,633000,628000,572000,1189000
"16162","5298-10",3,5298,"10","2A",11218,1931,5,4,"13 AVENUE","S4","000000003901","000000003901",907000,934000,340000,448000,446000,422000,489000,543000,598000,664000,724000,777000,654000,611000
"16163","5298-59",3,5298,"59","2A",11218,1931,4,4,"40 STREET","C3","000000001347","000000001347",739000,761000,277000,365000,363000,344000,4e+05,450000,496000,574000,614000,659000,527000,561000
"16164","5298-60",3,5298,"60","2A",11218,1931,4,4,"40 STREET","C3","000000001343","000000001343",739000,761000,277000,365000,363000,344000,4e+05,450000,496000,574000,538000,566000,516000,565000
"16165","5298-61",3,5298,"61","2A",11218,1931,4,4,"40 STREET","C3","000000001341","000000001341",1070000,1100000,398000,525000,523000,495000,576000,648000,714000,826000,775000,815000,743000,814000
"16166","5298-62",3,5298,"62","2A",11218,1931,4,4,"40 STREET","C3","000000001337","000000001337",739000,761000,277000,365000,363000,344000,4e+05,450000,496000,574000,538000,566000,516000,565000
"16167","5298-64",3,5298,"64","2A",11218,1931,4,4,"40 STREET","C3","000000001331","000000001331",739000,761000,277000,365000,363000,344000,4e+05,450000,496000,574000,538000,566000,516000,565000
"16168","5298-67",3,5298,"67","2",11218,1931,16,16,"40 STREET","C1","000000001327","000000001327",377000,391000,334000,367000,551000,619000,532000,553000,686000,695000,780000,802000,683000,703000
"16169","5298-70",3,5298,"70","2A",11218,1931,4,4,"40 STREET","C3","000000001319","000000001319",737000,759000,276000,364000,362000,343000,399000,448000,494000,571000,536000,565000,515000,563000
"16170","5298-1001",3,5298,"1001","2C",11218,0,1,1,"40 STREET","R1","000000001335","000000001335",410000,442800,207666,273666,272666,258000,300333,337666,372333,430666,404000,425000,387666,424333
"16171","5298-1002",3,5298,"1002","2C",11218,0,1,1,"40 STREET","R1","000000001335","000000001335",387772,418794,196408,258830,257884,244013,284052,319361,352148,407319,382098,401960,366650,401329
"16172","5298-1003",3,5298,"1003","2C",11218,0,1,1,"40 STREET","R1","000000001335","000000001335",432228,466806,218925,288504,287449,271987,316616,355974,392520,454016,425903,448042,408684,447339
"16173","5298-7501",3,5298,"7501","2",11218,1931,0,0,"40 STREET","R0","000000001335","000000001335",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16174","5300-1",3,5300,"1","2A",11218,1931,6,4,"13 AVENUE","S9","000000003723","000000003723",240000,213000,281000,370000,369000,349000,404000,449000,495000,549000,598000,594000,541000,587000
"16175","5300-7",3,5300,"7","2A",11218,1931,6,4,"13 AVENUE","S9","000000003709","000000003709",643000,778000,323000,426000,425000,402000,465000,517000,570000,633000,689000,683000,623000,676000
"16176","5304-27",3,5304,"27","2A",11218,1931,4,4,"MINNA STREET","C3","000000000165","000000000165",501000,516000,258000,247000,246000,264000,315000,355000,391000,461000,527000,505000,460000,533000
"16177","5304-37",3,5304,"37","2A",11218,1931,4,4,"MINNA STREET","C3","000000000145","000000000145",710000,731000,366000,350000,349000,374000,447000,504000,555000,655000,747000,716000,653000,659000
"16178","5304-38",3,5304,"38","2A",11218,1931,4,4,"MINNA STREET","C3","000000000141","000000000141",710000,731000,366000,350000,349000,374000,447000,504000,555000,655000,747000,716000,653000,659000
"16179","5304-52",3,5304,"52","2A",11218,1931,4,4,"12 AVENUE","C3","000000003514","000000003514",727000,749000,375000,359000,357000,384000,458000,516000,569000,671000,670000,649000,591000,675000
"16180","5304-56",3,5304,"56","2A",11218,1931,4,4,"12 AVENUE","C3","000000003524","000000003524",710000,731000,366000,350000,349000,374000,447000,504000,555000,655000,747000,716000,653000,659000
"16181","5304-7501",3,5304,"7501","2",11218,5,0,0,"36 STREET","R0","000000001157","000000001157",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16182","5304-7502",3,5304,"7502","2",11218,5,0,0,"36 STREET","R0","000000001153","000000001153",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16183","5304-7503",3,5304,"7503","2",11218,5,0,0,"36 STREET","R0","000000001151","000000001151",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16184","5304-7504",3,5304,"7504","2",11218,5,0,0,"36 STREET","R0","000000001149","000000001149",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"16185","5305-51",3,5305,"51","2",11218,1950,84,84,"DAHILL ROAD","D4","000000000036","000000000058",1730000,1460000,1606000,1767000,2367000,3702000,4275000,4726000,4992000,6423000,6697000,6832000,6168000,7169000
"16186","5306-22",3,5306,"22","2A",11218,1931,4,4,"CHESTER AVENUE","C3","000000000050","000000000050",782000,805000,403000,386000,384000,413000,492000,555000,612000,722000,721000,698000,636000,726000
"16187","5306-23",3,5306,"23","2A",11218,1931,4,4,"CHESTER AVENUE","C3","000000000054","000000000054",672000,692000,346000,331000,330000,354000,423000,477000,526000,620000,707000,678000,618000,624000
"16188","5306-24",3,5306,"24","2A",11218,1931,4,4,"CHESTER AVENUE","C3","000000000060","000000000060",672000,692000,346000,331000,330000,354000,423000,477000,526000,620000,707000,678000,618000,624000
